4,"BNB","$48,820,114,995","$309.26","157,886,280","$477,436,964","1.25 %",2023-05-28 20:48:39.351315
5,"USD Coin","$29,051,333,465","$1.00","29,060,643,159","$2,564,814,763","0.03 %",2023-05-28 20:48:39.351315
6,"XRP","$24,875,973,421","$0.48","51,983,386,003","$618,882,673","1.41 %",2023-05-28 20:48:39.351315
7,"Cardano","$13,259,008,002","$0.38","35,045,020,830","$213,485,791","3.43 %",2023-05-28 20:48:39.351315
9,"Dogecoin","$10,182,596,435","$0.07","139,536,526,384","$235,107,005","1.56 %",2023-05-28 20:48:39.351315
10,"Polygon","$8,638,849,816","$0.93","9,279,469,069","$194,516,476","1.33 %",2023-05-28 20:48:39.351315
11,"Solana","$8,248,239,331","$20.83","396,332,301","$314,776,703","5.32 %",2023-05-28 20:48:39.351315
12,"TRON","$6,954,157,452","$0.08","90,268,032,176","$296,341,414","-0.29 %",2023-05-28 20:48:39.351315
13,"Polkadot","$6,742,981,266","$5.46","1,237,067,906","$87,629,642","2.54 %",2023-05-28 20:48:39.351315
14,"Litecoin","$6,599,811,971","$90.42","73,022,346","$507,173,076","2.17 %",2023-05-28 20:48:39.351315
15,"Binance USD","$5,277,314,991","$1.00","5,276,149,035","$1,291,040,250","0.03 %",2023-05-28 20:48:39.351315
16,"Shiba Inu","$5,170,142,080","$0.00","589,344,642,003,490","$125,825,509","2.02 %",2023-05-28 20:48:39.351315
17,"Avalanche","$4,911,291,053","$14.69","334,613,507","$161,222,606","1.81 %",2023-05-28 20:48:39.351315
18,"Dai","$4,626,910,087","$1.00","4,623,265,228","$66,992,204","0.05 %",2023-05-28 20:48:39.351315
19,"Wrapped Bitcoin","$4,316,642,216","$27,617.00","156,349","$93,438,767","3.20 %",2023-05-28 20:48:39.351315
20,"Uniswap","$3,819,923,202","$5.07","753,766,667","$31,489,986","1.18 %",2023-05-28 20:48:39.351315
21,"Chainlink","$3,386,869,399","$6.55","517,099,971","$113,114,067","1.77 %",2023-05-28 20:48:39.351315
22,"LEO Token","$3,294,723,100","$3.54","930,261,850","$133,958","0.87 %",2023-05-28 20:48:39.351315
23,"Cosmos Hub","$3,147,595,298","$10.77","292,586,164","$70,321,881","2.56 %",2023-05-28 20:48:39.351315
24,"OKB","$2,847,762,059","$47.42","60,000,000","$6,028,290","1.89 %",2023-05-28 20:48:39.351315
26,"Monero","$2,830,782,158","$155.88","18,147,820","$71,028,388","3.15 %",2023-05-28 20:48:39.351315
27,"Ethereum Classic","$2,590,750,995","$18.36","141,174,718","$55,721,946","1.29 %",2023-05-28 20:48:39.351315
28,"Stellar","$2,363,736,170","$0.09","26,803,759,989","$31,579,179","0.41 %",2023-05-28 20:48:39.351315
29,"Bitcoin Cash","$2,226,670,190","$114.74","19,404,281","$52,319,942","0.85 %",2023-05-28 20:48:39.351315
30,"Internet Computer","$2,149,583,837","$4.93","436,367,524","$23,849,078","1.43 %",2023-05-28 20:48:39.351315
31,"TrueUSD","$2,042,023,785","$1.00","2,041,446,767","$159,494,380","0.01 %",2023-05-28 20:48:39.351315
32,"Filecoin","$1,962,574,348","$4.60","426,917,742","$88,088,180","2.54 %",2023-05-28 20:48:39.351315
34,"Hedera","$1,681,659,090","$0.05","31,459,374,375","$17,708,395","3.03 %",2023-05-28 20:48:39.351315
37,"Cronos","$1,538,220,668","$0.06","25,263,013,692","$4,842,908","1.27 %",2023-05-28 20:48:39.351315
38,"Quant","$1,518,859,754","$104.44","14,544,176","$13,715,552","3.48 %",2023-05-28 20:48:39.351315
39,"NEAR Protocol","$1,502,288,777","$1.65","909,934,556","$52,983,685","2.32 %",2023-05-28 20:48:39.351315
40,"VeChain","$1,468,688,585","$0.02","72,714,516,834","$55,849,538","2.22 %",2023-05-28 20:48:39.351315
43,"Algorand","$1,103,495,441","$0.15","7,241,921,770","$41,123,528","0.86 %",2023-05-28 20:48:39.351315
44,"The Graph","$1,098,360,495","$0.12","8,992,445,288","$32,453,040","3.00 %",2023-05-28 20:48:39.351315
46,"Pax Dollar","$1,018,785,331","$1.00","1,019,052,716","$32,510,199","-0.01 %",2023-05-28 20:48:39.351315
49,"EOS","$999,628,882","$0.90","1,107,105,802","$113,947,536","2.44 %",2023-05-28 20:48:39.351315
51,"Aave","$969,414,894","$67.32","14,399,232","$38,721,815","3.18 %",2023-05-28 20:48:39.351315
52,"Fantom","$952,258,731","$0.34","2,789,130,155","$167,156,360","3.64 %",2023-05-28 20:48:39.351315
54,"MultiversX","$933,303,201","$36.63","25,481,123","$12,726,045","1.81 %",2023-05-28 20:48:39.351315
55,"Decentraland","$880,936,730","$0.48","1,824,348,987","$59,996,338","2.81 %",2023-05-28 20:48:39.351315
56,"Theta Network","$866,545,354","$0.87","1,000,000,000","$8,568,214","2.17 %",2023-05-28 20:48:39.351315
57,"Stacks","$858,749,201","$0.62","1,382,038,803","$13,491,718","1.98 %",2023-05-28 20:48:39.351315
58,"Tezos","$853,803,149","$0.92","931,332,097","$16,738,318","1.98 %",2023-05-28 20:48:39.351315
59,"Axie Infinity","$820,791,844","$7.10","115,661,359","$46,287,677","2.91 %",2023-05-28 20:48:39.351315
60,"BitTorrent","$2,498,507,941","$0.00","932,497,500,000","$1,038,436","-2.73 %",2023-05-28 20:48:39.351315
60,"Flow","$792,512,784","$0.76","1,036,200,000","$10,012,682","2.36 %",2023-05-28 20:48:39.351315
61,"Synthetix Network","$773,210,961","$2.43","318,226,558","$39,230,344","1.21 %",2023-05-28 20:48:39.351315
64,"NEO","$756,312,391","$10.73","70,530,000","$72,154,541","1.72 %",2023-05-28 20:48:39.351315
68,"KuCoin","$725,151,468","$7.48","96,974,735","$1,176,011","1.32 %",2023-05-28 20:48:39.351315
70,"Curve DAO","$697,110,430","$0.85","818,578,845","$37,227,849","0.32 %",2023-05-28 20:48:39.351315
73,"Gate","$663,479,230","$4.77","139,018,905","$393,208","1.28 %",2023-05-28 20:48:39.351315
75,"Bitcoin SV","$637,522,790","$33.12","19,266,077","$8,073,948","1.63 %",2023-05-28 20:48:39.351315
77,"Kava","$611,607,312","$1.13","541,161,213","$37,376,837","0.16 %",2023-05-28 20:48:39.351315
78,"Klaytn","$587,099,158","$0.19","3,096,766,913","$15,325,601","1.98 %",2023-05-28 20:48:39.351315
79,"Maker","$576,701,857","$640.05","901,311","$11,318,679","1.69 %",2023-05-28 20:48:39.351315
83,"IOTA","$561,690,646","$0.20","2,779,530,283","$9,673,583","3.51 %",2023-05-28 20:48:39.351315
86,"Chiliz","$543,376,047","$0.10","5,344,064,580","$33,758,986","1.47 %",2023-05-28 20:48:39.351315
88,"Huobi","$535,805,949","$3.31","162,336,522","$10,578,685","1.26 %",2023-05-28 20:48:39.351315
89,"Mina Protocol","$525,520,417","$0.58","908,144,052","$9,460,896","3.13 %",2023-05-28 20:48:39.351315
90,"PAX Gold","$517,218,475","$1,965.16","263,075","$7,083,635","0.03 %",2023-05-28 20:48:39.351315
91,"Terra Luna Classic","$514,559,909","$0.00","5,866,101,523,928","$18,029,632","0.73 %",2023-05-28 20:48:39.351315
96,"eCash","$491,858,529","$0.00","19,399,942,173,303","$1,717,684","2.36 %",2023-05-28 20:48:39.351315
97,"Dash","$491,552,997","$43.54","11,299,230","$55,601,895","3.65 %",2023-05-28 20:48:39.351315
98,"DxChain Token","$94,790,225","$0.00","0","$156,923","3.37 %",2023-05-28 20:48:39.351315
98,"Tether Gold","$477,884,009","$1,947.27","246,524","$1,183,715","0.00 %",2023-05-28 20:48:39.351315
99,"cETH","$474,733,849","$37.20","12,763,023","$118","1.40 %",2023-05-28 20:48:39.351315
100,"Aave LINK","$330,885,424","$25.19","0","$11,646,285","3.32 %",2023-05-28 20:48:39.351315
1173,"Perth Mint Gold Token","$2,065,882","$1,786.56","1,157","$12,755","-0.03 %",2023-05-28 20:48:39.351315
1508,"Digix Gold Token","$1,169,772","$45.22","25,792","$0","-1.00 %",2023-05-28 20:48:39.351315
5920,"AurusGOLD","$0","$58.85","0","$41,716","-0.09 %",2023-05-28 20:48:39.351315
